#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-29T05:38:46 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f5e9e84e90 
#INFO -out.max=9999 
#INFO queryParameters=16 
#-oc.form=sexa
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/484/609&tab:{J/A+A/484/609/catalog}&key:source=J/A+A/484/609&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/484/609/catalog
#-order=I
#-out=Bmag
#-out=Vmag
#-out=Icmag
#-out=Pmb
#

#RESOURCE=yCat_34840609
#Name: J/A+A/484/609
#Title: BVI photometry and proper motions in M67 (Yadav+, 2008)
#Table J_A_A_484_609_catalog:
#Name: J/A+A/484/609/catalog
#Title: M67 catalog
#---Details of Columns:
    _RAJ2000 ("h:m:s") (A12)   Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
08 50 55.654 +11 55 54.13 19.315 17.830 16.235  81
08 50 40.180 +11 55 57.40 21.509 19.668 17.231   2
08 52 17.310 +11 56 00.16        21.293 20.235  54
08 50 27.239 +11 55 59.03 19.931 19.114 18.158   0
08 50 30.699 +11 56 01.59 22.428 20.356 18.032  42
08 51 28.146 +11 56 04.19        20.996 19.387   1
08 51 42.597 +11 56 05.07 16.838 15.910 14.920  96
08 51 01.812 +11 56 06.05 17.796 17.164 16.429   3
08 52 00.415 +11 56 07.04 14.993 14.332 13.617  97
08 51 18.196 +11 56 06.61 20.480 18.855 16.937  50
08 51 24.723 +11 56 10.57 21.675 20.963 18.062   6
08 52 03.541 +11 56 11.18 22.214 21.172 20.263   0
08 50 16.404 +11 56 10.23 21.546 20.402 19.513   0
08 51 26.716 +11 56 12.18 16.924 15.787 14.551  75
08 51 26.186 +11 56 12.27 22.269 20.869 18.771  49
08 50 10.878 +11 56 13.72        21.334         47
08 51 01.604 +11 56 16.34 15.668 14.923 14.115  98
08 50 41.230 +11 56 15.76 16.532 15.641 14.728  89
08 51 22.066 +11 56 17.66 21.119 19.290 17.463  22
08 51 06.024 +11 56 17.99        21.328 18.977  28
08 51 38.902 +11 56 20.34 22.366 20.791 19.088   9
08 51 22.890 +11 56 22.20 21.244 20.225 18.998   0
08 50 17.272 +11 56 21.25 20.050 18.836 17.716   1
08 51 37.106 +11 56 26.81 21.936 21.454 20.610  11
08 50 54.038 +11 56 27.22 21.810 20.452 18.233   0
08 50 54.395 +11 56 29.06 13.289 12.751 12.113 100
08 51 07.749 +11 56 30.80 16.127 15.596 14.939   0
08 51 06.482 +11 56 31.19 20.766 20.125 19.470   6
08 50 14.832 +11 56 32.87        20.353 18.306  45
08 51 47.703 +11 56 36.60 20.567 20.046 19.187   0
08 51 47.703 +11 56 36.60 20.591 20.031 19.186   0
08 50 59.238 +11 56 36.85 13.860 13.207 12.545  98
08 51 49.837 +11 56 37.69 22.095 21.018 18.971   3
08 50 20.620 +11 56 36.70 18.239 17.245 16.213  26
08 50 16.743 +11 56 37.13        21.097 19.610  48
08 50 54.500 +11 56 38.76 21.104 19.263 16.631   0
08 50 59.931 +11 56 39.61 16.539 15.671 14.731  97
08 51 01.886 +11 56 40.39 20.364 19.428 18.379   0
08 51 36.213 +11 56 41.99 20.162 19.605 18.882   6
08 51 43.888 +11 56 42.54 11.579 10.461  9.388  97
08 51 31.528 +11 56 43.95 17.644 17.009 16.290  21
08 51 37.578 +11 56 44.59 15.060 14.404 13.684  99
08 50 36.913 +11 56 43.83 20.505 18.837 16.959  22
08 51 49.927 +11 56 45.20 16.728 15.867 14.956   2
08 50 53.888 +11 56 46.44 15.581 14.485 13.235   0
08 52 01.342 +11 56 47.35 21.295 19.663 17.301   1
08 51 07.017 +11 56 48.93 22.179 21.805 19.513  47
08 50 30.213 +11 56 49.06 22.403 21.504 19.628   5
08 51 36.385 +11 56 50.84 14.540 13.961 13.285  99
08 50 54.987 +11 56 50.27 16.909 15.888 14.813  97
08 51 48.839 +11 56 51.24 13.802 12.870 11.913  99
08 50 57.067 +11 56 50.73 15.679 14.948 14.155  98
08 51 21.390 +11 56 52.72 22.771 20.646 18.106  28
08 50 38.913 +11 56 52.14 19.938 18.174 16.182   0
08 51 45.220 +11 56 55.34 14.101 13.548 12.916 100
08 51 02.156 +11 56 55.59 21.223 19.508 17.408   6
08 50 51.829 +11 56 55.90 13.271 12.722 12.064 100
08 51 31.629 +11 56 57.14 20.550 18.886 16.815   0
08 50 31.556 +11 56 58.11 19.026 18.139 17.135   0
08 51 22.051 +11 56 59.74 19.777 18.954 17.956  57
08 51 09.144 +11 57 00.35 15.214 14.547 13.813  98
08 51 12.985 +11 57 00.91 15.104 14.441 13.709  84
08 51 23.629 +11 57 01.90        21.103 19.745  21
08 50 21.008 +11 57 01.72        20.981 18.721   2
08 51 08.221 +11 57 03.65 21.760 20.135 17.929   1
08 50 34.490 +11 57 03.37 22.544 21.113 19.571  46
08 51 15.799 +11 57 07.97 22.186 20.404 18.082  34
08 50 57.992 +11 57 08.07        20.993 18.456  11
08 51 26.563 +11 57 09.12 15.242 14.468 13.617   8
08 52 13.249 +11 57 09.71 22.121 21.510 20.492   9
08 51 42.128 +11 57 09.91 21.909 20.911 18.787  17
08 51 35.805 +11 57 09.96 20.883 19.966 18.784   1
08 51 10.836 +11 57 10.13 20.213 18.753 17.158  15
08 51 26.537 +11 57 10.62 18.464 17.138 15.691  18
08 52 13.502 +11 57 13.31 18.937 17.505 15.890  73
08 51 35.585 +11 57 13.32 20.696 18.764 16.472   0
08 50 13.454 +11 57 11.46        16.248 15.566   0
08 50 10.160 +11 57 12.62        18.399          0
08 50 55.071 +11 57 15.88 21.618 20.348 18.003  44
08 50 11.574 +11 57 16.26        19.130          2
08 50 09.621 +11 57 16.97        21.249          1
08 50 26.174 +11 57 19.56 14.808 14.260 13.597   0
08 51 28.223 +11 57 20.96 21.943 20.668 18.602   2
08 51 11.311 +11 57 21.23 16.611 15.725 14.789  95
08 51 45.540 +11 57 23.17 20.134 18.698 17.170   4
08 50 55.000 +11 57 23.32 21.738 20.983 20.245  11
08 51 23.607 +11 57 25.02 20.575 18.874 16.814  10
08 50 13.477 +11 57 23.45        19.648 17.576  25
08 51 46.628 +11 57 25.59 22.159 22.061         51
08 50 13.114 +11 57 23.79        20.319 19.762   0
08 52 15.737 +11 57 25.82 21.056 20.141 19.215  15
08 51 27.677 +11 57 30.07 16.583 15.739 14.771  28
08 50 50.471 +11 57 29.70 21.520 20.934 18.904  29
08 50 13.119 +11 57 29.39        11.515 10.938   0
08 50 12.739 +11 57 29.41        21.850          0
08 50 51.937 +11 57 31.43 21.734 20.951 19.512  11
08 51 20.942 +11 57 33.02 22.033 20.330 18.054  45
08 51 13.983 +11 57 34.22 15.955 15.203 14.372  98
08 51 32.860 +11 57 34.78        21.550 20.064   0
08 51 27.934 +11 57 36.01 20.453 19.571 18.550   0
08 51 23.115 +11 57 36.42 20.714 19.007 16.938  62
08 50 16.120 +11 57 34.72        20.686 18.570  26
08 50 18.696 +11 57 37.51        21.204 19.516   4
08 50 21.393 +11 57 38.34 22.764 21.172 19.485  37
08 50 11.257 +11 57 41.21        21.251          3
08 51 40.904 +11 57 44.42 16.891 15.858 14.715   3
08 50 34.683 +11 57 46.07 21.805 21.215 20.390  22
08 51 31.121 +11 57 47.51 21.986 20.244 18.325  44
08 50 20.081 +11 57 46.40 22.220 20.728 18.448   3
08 52 03.187 +11 57 50.35        21.486 20.222   0
08 51 44.188 +11 57 50.95 20.174 19.704 19.322  26
08 50 36.522 +11 57 50.49 16.085 15.393 14.643  53
08 50 53.459 +11 57 51.29 21.146 21.375 19.029  15
08 51 45.485 +11 57 53.05 18.251 16.914 15.399  91
08 51 13.263 +11 57 52.73 18.029 16.869 15.604  85
08 51 08.855 +11 57 53.69 14.844 14.237 13.557  99
08 50 16.156 +11 57 53.46 18.597 17.909 17.131  71
08 51 35.405 +11 57 56.56 13.500 12.764 11.982  91
08 51 05.227 +11 57 58.78 20.588 19.001 17.102   3
08 50 26.102 +11 57 58.32 21.787 21.538 20.444   3
08 51 31.622 +11 58 00.58 17.456 16.768 15.995   0
08 51 38.057 +11 58 02.76 18.851 18.161 17.398   0
08 50 38.675 +11 58 02.38 15.896 15.257 14.564  15
08 50 22.850 +11 58 02.10 21.869 20.849 18.476   3
08 51 46.116 +11 58 04.00 21.110 19.560 18.392  44
08 52 03.303 +11 58 04.61 14.575 13.962 13.286  99
08 51 01.429 +11 58 03.99 21.396 19.656 18.132  37
08 50 57.748 +11 58 04.80 22.107 20.725 18.456   0
08 50 58.092 +11 58 05.11 21.441 19.730 18.559  24
08 52 03.711 +11 58 08.87 17.698 16.626 15.445  37
08 51 09.246 +11 58 09.21        21.045 18.610   6
08 50 22.720 +11 58 08.57 21.434 21.352 19.324  40
08 51 18.974 +11 58 11.03 13.232 12.267 11.278   0
08 50 52.976 +11 58 10.75 18.329 17.594 16.768   0
08 50 59.158 +11 58 14.45 18.364 17.048 15.515   0
08 50 58.347 +11 58 14.83 15.126 14.483 13.753  99
08 50 41.290 +11 58 15.07        21.458 19.407  12
08 51 48.790 +11 58 19.63 16.257 15.325 14.227   0
08 51 00.853 +11 58 18.79 21.796 20.433 19.302   1
08 50 53.732 +11 58 21.22 22.210 20.281 18.186   0
08 51 47.867 +11 58 22.19 20.767 19.911 19.078   1
08 51 03.715 +11 58 23.97 21.981 21.215 20.345  37
08 50 19.817 +11 58 22.71 19.876 18.827 17.769   2
08 51 30.108 +11 58 24.64 14.500 14.005 13.423   0
08 50 38.536 +11 58 23.48 21.894 21.139 20.524   3
08 50 18.022 +11 58 24.25 17.780 16.353 14.775  67
08 50 55.461 +11 58 26.96 20.347 18.648 16.734  69
08 50 57.909 +11 58 27.56 21.914 20.673 19.427   5
08 51 55.277 +11 58 28.76 21.616 21.095 18.569   0
08 52 04.749 +11 58 29.05 13.218 12.577 11.868  99
08 51 50.407 +11 58 29.27 21.820 20.171 18.451   9
08 50 31.588 +11 58 30.87 20.834 19.161 17.251  13
08 51 37.404 +11 58 32.61 24.852 21.403 20.503  14
08 51 11.478 +11 58 32.44 22.281 21.407 20.307   4
08 50 39.902 +11 58 32.40 16.517 15.646 14.714  96
08 50 09.857 +11 58 33.64        18.423          8
08 51 04.311 +11 58 36.17 21.289 19.529 17.463  31
08 51 36.807 +11 58 36.86 20.629 19.288 17.904   5
08 51 07.060 +11 58 36.93 18.499 17.190 15.732  87
08 51 15.234 +11 58 37.68 14.385 13.872 13.250   0
08 50 21.157 +11 58 36.92 16.324 15.397 14.412  90
08 50 27.643 +11 58 37.85 19.244 18.265 17.187   0
08 51 15.726 +11 58 39.41 23.017 21.089 18.651  18
08 50 17.578 +11 58 40.67 21.729 19.912 17.476  11
08 51 37.765 +11 58 43.49 21.455 21.555 20.963   1
08 51 06.589 +11 58 44.17 21.559 21.072 20.352   0
08 51 41.215 +11 58 45.30 23.809 20.336 18.019  22
08 50 26.867 +11 58 44.98 21.314 19.613 17.489  27
08 51 39.019 +11 58 47.69 22.288 20.359 17.293   0
08 52 04.556 +11 58 48.85 16.547 15.667 14.717  92
08 51 37.957 +11 58 49.26 13.781 12.830 11.817   0
08 50 52.643 +11 58 48.95 16.935 16.005 15.001   1
08 51 14.113 +11 58 50.92 22.140 21.500 19.934   1
08 51 12.236 +11 58 51.26 20.923 19.073 16.799  26
08 51 44.631 +11 58 52.94 19.562 17.960 16.114  79
08 51 13.206 +11 58 52.63 21.478 20.577 19.066   4
08 51 07.956 +11 58 53.36 15.422 14.733 13.971  99
08 51 10.628 +11 58 53.73 21.961 20.752 18.455   2
08 50 31.551 +11 58 52.87 15.809 15.234 14.601   0
08 50 33.360 +11 58 53.45 17.146 16.441 15.680   0
08 51 31.431 +11 58 54.94 17.560 16.893 16.054   0
08 50 08.994 +11 58 53.56        20.258         37
08 51 14.292 +11 58 58.26        21.155 19.766  18
08 51 02.864 +11 58 58.02 17.169 16.228 15.168  96
08 50 59.218 +11 58 58.30 21.929 20.254 17.944  22
08 51 32.536 +11 59 00.73 19.953 18.148 16.017   0
08 50 58.155 +11 59 00.79 16.697 16.043 15.304   0
08 51 29.934 +11 59 02.36 19.990 18.427 16.455  42
08 51 37.161 +11 59 02.50 11.644 10.880 10.008   0
08 50 33.663 +11 59 04.01 22.553 21.202 19.089   7
08 51 06.648 +11 59 04.95 18.902 17.898 16.809   2
08 50 40.092 +11 59 04.47 17.331 16.653 15.885   0
08 51 33.490 +11 59 05.82 22.052 20.936 19.508  47
08 50 57.378 +11 59 05.35 19.470 18.693 17.744   1
08 50 53.840 +11 59 06.29 22.668 20.774 19.538   0
08 50 19.791 +11 59 05.43 22.167 21.115 19.402  24
08 51 14.581 +11 59 09.52 18.700 17.320 15.794   0
08 51 09.696 +11 59 09.68 14.324 13.748 13.084 100
08 51 33.579 +11 59 10.72        20.859 18.438  32
08 50 21.369 +11 59 08.95 15.746 14.947 14.134  98
08 50 52.498 +11 59 10.13 22.020 20.952 19.848  23
08 50 40.945 +11 59 10.74 19.376 18.882 18.291   1
08 50 51.946 +11 59 11.66 21.209 19.332 17.003   8
08 50 18.325 +11 59 10.54 21.394 20.946 18.822  17
08 51 09.703 +11 59 13.69 14.137 13.551 12.870 100
08 51 34.483 +11 59 14.77 22.261 21.636 19.226  29
08 51 28.305 +11 59 14.63 20.551 18.757 16.808  61
08 50 56.131 +11 59 14.92 21.070 20.337 19.622  10
08 51 25.016 +11 59 15.74        21.424 19.710  47
08 50 57.027 +11 59 15.88 13.657 13.090 12.414  99
08 50 51.152 +11 59 15.68 20.372 19.873 19.213   4
08 50 34.679 +11 59 15.32 18.803 18.012 17.186   0
08 50 58.686 +11 59 16.99 21.598 20.789 20.038  46
08 50 18.205 +11 59 16.30 21.472 20.703 20.057   0
08 52 24.025 +11 59 21.11 21.717 20.738 18.779   0
08 51 30.183 +11 59 21.34 16.250 15.362 14.397  85
08 50 52.174 +11 59 23.26 21.865 20.414 19.252   0
08 51 15.338 +11 59 24.06 20.107 18.779 17.357   0
08 50 24.499 +11 59 24.60 21.576 20.055 18.315   0
08 51 10.115 +11 59 27.54 22.057 20.043 17.339   0
08 51 00.424 +11 59 29.65 22.332 21.111 18.918  29
08 51 42.795 +11 59 31.03 14.627 14.015 13.327  97
08 51 48.139 +11 59 31.29 15.982 15.158 14.240  90
08 52 00.637 +11 59 32.12 21.315 19.562 17.431  46
08 51 47.636 +11 59 33.77 21.155 19.727 18.695   1
08 51 41.548 +11 59 35.47        21.324 19.421   0
08 50 41.525 +11 59 34.48        21.164 17.908  11
08 51 07.832 +11 59 35.41 16.637 15.755 14.793  97
08 50 58.495 +11 59 39.49 14.842 14.212 13.483  98
08 51 04.625 +11 59 39.70 21.037 19.526 17.695   1
08 51 33.249 +11 59 41.20 14.406 13.789 13.085  99
08 51 06.982 +11 59 45.60 18.068 16.907 15.594  91
08 51 27.662 +11 59 46.48 21.240 21.176 20.678   2
08 52 13.570 +11 59 48.15 22.302 22.243         12
08 50 12.703 +11 59 47.99        21.905          3
08 50 29.461 +11 59 48.98 18.907 17.619 16.176   0
08 50 57.962 +11 59 50.87 20.938 19.232 17.201   9
08 52 00.556 +11 59 52.13 21.861 20.495 18.750  29
08 50 51.239 +11 59 51.32 23.325 20.721 18.683  17
08 50 19.693 +11 59 52.99 21.235 19.643 17.872  35
08 50 09.936 +11 59 53.95        15.320          0
08 52 01.993 +11 59 56.30 17.494 16.445 15.316  66
08 50 13.260 +11 59 57.59        18.905 17.834   1
08 50 17.860 +11 59 58.24 19.152 17.583 15.777   0
08 51 43.179 +12 00 04.18 21.587 20.659 18.045  21
08 51 38.595 +12 00 07.01 22.640 20.963 18.518  54
08 51 30.471 +12 00 07.06 22.144 20.420 18.109  41
08 51 19.746 +12 00 07.43 22.637 21.389 20.439   3
08 50 38.431 +12 00 07.69 21.511 19.534 17.171   0
08 50 20.780 +12 00 08.65        21.530 19.691  24
08 51 47.394 +12 00 11.02 21.895 20.506 19.591  31
08 51 49.940 +12 00 12.43 21.955 21.572 20.637  37
08 50 34.324 +12 00 12.37        21.556 18.999  49
08 51 08.999 +12 00 14.61 20.011 19.504 18.914   6
08 50 33.558 +12 00 15.05 21.549 20.837 20.119  33
08 50 22.783 +12 00 15.09 17.854 17.074 16.271   0
08 50 58.457 +12 00 20.14 16.965 16.274 15.479   0
08 52 04.309 +12 00 21.84 22.423 21.725 20.825  14
08 51 02.919 +12 00 21.52 15.135 14.236 13.259   8
08 51 07.549 +12 00 22.55 18.712 17.872 16.926   0
08 52 25.111 +12 00 24.22        21.758 20.327  39
08 50 53.916 +12 00 24.01 17.902 17.067 16.163   0
08 50 51.769 +12 00 24.72 13.972 13.400 12.743 100
08 50 37.569 +12 00 25.29 16.633 15.824 14.997   0
08 51 42.292 +12 00 28.69 18.862 17.916 16.881   1
08 51 39.148 +12 00 32.68 19.332 18.145 16.811   2
08 50 17.907 +12 00 31.15 22.177 21.277 19.993   9
08 50 11.745 +12 00 30.82        21.414         26
08 51 03.813 +12 00 32.61 22.848 21.097 19.257   2
08 50 57.993 +12 00 32.73 21.003 20.031 18.998  41
08 50 54.408 +12 00 32.96 17.249 16.192 14.997  96
08 51 05.322 +12 00 34.53 19.794 19.291 18.678   1
08 52 18.952 +12 00 37.54        20.977 18.617  48
08 50 54.026 +12 00 36.98 16.068 15.246 14.380  96
08 50 14.788 +12 00 37.50        20.198 18.189  20
08 52 14.103 +12 00 39.77 16.527 15.996 15.374  91
08 51 09.371 +12 00 40.28 21.940 21.269 19.030   2
08 50 18.816 +12 00 39.05 22.106 20.964 19.698  26
08 50 57.691 +12 00 40.66 16.641 15.755 14.796  96
08 52 11.633 +12 00 41.34 21.851 21.438 20.758  10
08 50 50.781 +12 00 42.35 19.419 18.787 18.038   0
08 50 15.386 +12 00 41.96        21.441 18.747  31
08 50 55.613 +12 00 44.26 16.271 15.442 14.547  97
08 51 13.854 +12 00 46.19 21.755 21.282 20.069   5
08 50 55.395 +12 00 47.18 21.964 22.356          7
08 50 21.151 +12 00 46.36 18.771 17.638 16.438   2
08 51 37.497 +12 00 48.44 15.662 15.121 14.450  14
08 51 36.643 +12 00 49.27 19.559 18.500 17.271  31
08 51 11.712 +12 00 51.47        21.015 19.424   2
08 51 43.674 +12 00 55.07 14.158 13.553 12.841 100
08 51 46.329 +12 00 55.49 15.509 14.857 14.109   4
08 51 39.413 +12 00 57.18 15.237 14.565 13.832  98
08 50 22.882 +12 00 56.14 22.507 20.747 18.369  35
08 52 20.206 +12 00 59.15 21.618 15.913 15.113   0
08 50 21.284 +12 00 57.03 20.702 19.787 19.005  20
08 52 20.209 +12 00 59.45 16.658 15.914 15.113   0
08 52 14.051 +12 01 03.22 19.717 19.177 18.503  39
08 52 01.530 +12 01 03.65 15.295 14.426 13.488  97
08 52 02.985 +12 01 04.50 21.456 20.020 18.878   3
08 51 08.117 +12 01 06.52 14.181 13.592 12.905 100
08 51 13.809 +12 01 09.53 21.689 21.421 18.846  22
08 51 28.379 +12 01 10.07 22.237 21.203 19.805   2
08 50 52.169 +12 01 10.21 18.120 17.323 16.405   0
08 50 51.472 +12 01 11.12 21.685 20.371 19.065   0
08 50 27.108 +12 01 10.32 21.653 19.844 17.091   0
08 52 08.583 +12 01 16.55 20.408 19.833 19.189   0
08 51 30.801 +12 01 16.25 17.054 16.339 15.517   0
08 50 33.211 +12 01 17.01 20.959 18.956 16.636   0
08 51 29.884 +12 01 18.65 21.850 20.652 18.997  18
08 51 02.481 +12 01 19.20 22.381 21.222 19.740   0
08 51 29.673 +12 01 20.67 22.262 20.889 18.507  33
08 50 41.326 +12 01 20.32 18.224 17.510 16.695   0
08 50 19.278 +12 01 19.55 21.466 19.255 16.979  25
08 51 39.608 +12 01 21.56 22.070 20.715 18.785  52
08 51 33.390 +12 01 21.84 16.348 15.706 14.977   0
08 51 13.706 +12 01 22.79 21.711 21.393 20.768   5
08 51 10.764 +12 01 22.91 21.624 21.429 20.097  16
08 50 37.180 +12 01 22.78 17.000 16.019 14.997  78
08 51 38.067 +12 01 24.41 13.541 12.948 12.268 100
08 51 37.043 +12 01 24.88 20.309 18.647 16.717  60
08 51 01.129 +12 01 24.78 12.160 11.435 10.621   0
08 50 22.812 +12 01 24.15 22.149 20.775 19.671   0
08 50 40.899 +12 01 27.11 15.852 15.202 14.467   0
08 51 19.601 +12 01 28.60 21.861 21.174 19.286  30
08 50 22.135 +12 01 27.33 21.677 20.004 17.759   1
08 51 30.090 +12 01 31.13 18.718 17.815 16.812  11
08 51 05.663 +12 01 30.65 21.553 19.664 17.439   1
08 50 50.260 +12 01 30.58 21.800 19.616 17.322   0
08 51 10.273 +12 01 31.57 17.002 16.068 15.055  92
08 51 11.214 +12 01 32.75 18.287 17.404 16.405   0
08 51 15.814 +12 01 36.18 20.657 20.166 19.449   0
08 51 47.930 +12 01 36.67 19.362 17.851 16.123  79
08 52 02.996 +12 01 37.03 21.462 21.128 20.435   3
08 52 13.114 +12 01 37.76 18.040 16.711 15.253  84
08 52 21.116 +12 01 38.61 23.271 20.712 18.656   0
08 50 51.234 +12 01 37.87 21.576 19.717 17.353   0
08 52 16.354 +12 01 40.54 21.994 21.578 19.238  23
08 50 22.652 +12 01 39.08 21.520 20.206 18.853   1
08 52 18.797 +12 01 41.78 18.915 16.605 15.493   2
08 52 24.995 +12 01 41.22 22.171 21.155 19.280   2
08 51 06.378 +12 01 40.97 21.505 19.750 17.578  12
08 52 18.797 +12 01 41.79 17.791 16.605 15.493   2
08 51 13.708 +12 01 41.76 21.768 20.948 19.809   0
08 50 56.197 +12 01 42.07 21.744 21.250 20.442  11
08 52 06.065 +12 01 45.64 16.810 15.878 14.879  92
08 52 03.791 +12 01 45.87 16.669 15.976 15.191   0
08 50 14.590 +12 01 44.93        18.254 16.442   8
08 52 12.091 +12 01 46.94 16.345 15.466 14.492  92
08 50 09.781 +12 01 46.70        21.495          0
08 50 39.606 +12 01 48.42 21.458 20.483 18.545   7
08 51 05.310 +12 01 49.32 19.122 17.617 15.902  33
08 51 40.431 +12 01 50.22 13.126 12.605 11.970  87
08 50 20.609 +12 01 49.87 19.690 18.232 16.625   9
08 50 15.046 +12 01 49.98        17.004 16.403   1
08 50 16.692 +12 01 51.56 19.130 18.475 17.778  50
08 50 12.566 +12 01 55.07        18.274          0
08 51 06.162 +12 01 57.98 17.207 17.025 17.008   0
08 51 02.962 +12 01 57.83 20.895 21.551         18
08 52 01.202 +12 01 58.66 22.534 21.269 20.207  49
08 51 10.956 +12 01 58.14 21.653 19.892 17.792   5
08 51 38.411 +12 02 04.00 21.336 19.659 18.329   0
08 50 25.970 +12 02 04.60 22.586 20.366 17.464  13
08 50 27.680 +12 02 05.12 22.250 21.396 20.878  10
08 50 59.807 +12 02 06.59 22.718 20.913 18.341  18
08 52 15.671 +12 02 07.44 20.137 18.825 17.370  70
08 52 15.747 +12 02 11.01 20.506 18.831 16.905  38
08 52 00.769 +12 02 11.25 22.560 20.986 18.622  41
08 51 10.041 +12 02 11.31 21.315 19.965 18.777   0
08 50 26.117 +12 02 10.14 15.435 14.439 13.399   0
08 51 33.570 +12 02 11.94 21.370 19.592 17.467  37
08 52 12.122 +12 02 14.33        21.270 19.441   0
08 52 04.426 +12 02 15.26 18.227 17.683 16.939   0
08 51 30.314 +12 02 15.18 22.153 21.583 20.551  48
08 52 09.556 +12 02 16.14        21.563 19.998   0
08 51 13.616 +12 02 16.27 22.363 21.028 19.166   0
08 51 46.400 +12 02 17.40 22.022 20.735 18.730  21
08 52 13.455 +12 02 18.33 21.409 20.823 20.125  14
08 51 02.568 +12 02 19.50 22.404 21.121 18.832  36
08 52 16.932 +12 02 20.19 21.675 19.897 17.722  32
08 52 04.528 +12 02 20.22 22.262 20.353 17.912   1
08 51 47.670 +12 02 20.71 17.769 17.058 16.270   1
08 51 26.350 +12 02 21.41 21.229 21.727 20.830  34
08 50 36.326 +12 02 20.37 20.670 19.091 17.308   2
08 52 12.410 +12 02 22.98 21.954 21.682 20.695   0
08 50 58.742 +12 02 22.26 19.611 18.456 17.163   1
08 50 54.746 +12 02 22.64 20.772 20.138 19.356   0
08 50 18.483 +12 02 21.70 21.522 21.240 20.380  20
08 52 02.906 +12 02 26.42 21.898 21.505 19.229  57
08 50 36.126 +12 02 25.44 14.832 13.839 12.849   0
08 51 07.713 +12 02 29.58 19.129 17.831 16.332   0
08 52 23.880 +12 02 30.98 20.723 20.217 19.513  15
08 51 02.388 +12 02 31.15 21.451 20.943 20.178   6
08 51 48.456 +12 02 31.99 22.159 21.223 19.451  54
08 50 20.427 +12 02 31.50 22.965 21.529 20.669  24
08 52 18.147 +12 02 33.43 22.248 20.701 19.607   5
08 52 09.280 +12 02 34.34        21.131 18.229   0
08 50 39.417 +12 02 33.65 16.225 14.394 12.194   0
08 50 38.787 +12 02 34.57 20.182 19.711 19.092  14
08 52 21.712 +12 02 36.07 21.101 20.342 19.550   1
08 51 08.107 +12 02 36.26        21.173 19.847  55
08 50 37.758 +12 02 37.11 15.879 15.322 14.687   3
08 50 19.053 +12 02 37.27 14.932 14.200 13.461   0
08 50 35.487 +12 02 38.13 18.224 17.826 17.309   5
08 50 40.373 +12 02 38.48 14.380 13.765 13.110  73
08 52 24.628 +12 02 41.32 19.069 17.644 16.061   8
08 51 34.285 +12 02 41.62 21.738 20.959 20.220  14
08 52 03.913 +12 02 43.16 22.620 21.218 18.562   0
08 50 40.233 +12 02 46.30 21.907 20.898 18.563  51
08 50 13.768 +12 02 45.56        19.473 17.362  43
08 52 07.318 +12 02 50.83 16.652 15.999 15.272   0
08 51 38.166 +12 02 51.62 21.638 20.797 19.589   0
08 51 36.382 +12 02 52.08 20.674 19.028 17.003  11
08 52 25.287 +12 02 53.11 22.000 21.357 20.393  52
08 52 10.197 +12 02 53.43 13.210 12.026 10.660   0
08 51 06.952 +12 02 53.59 21.641 21.561 18.706  38
08 52 07.740 +12 02 54.37 16.569 15.968 15.299   0
08 51 50.131 +12 02 55.18 18.327 17.279 16.080   0
08 51 12.593 +12 02 55.02        21.056 19.121   0
08 52 12.704 +12 02 59.30 15.283 14.617 13.883  98
08 52 03.018 +12 02 59.65 21.717 20.433 19.260   4
08 52 11.595 +12 02 59.82 18.857 18.311 17.860  15
08 52 14.981 +12 03 00.38 21.999 20.681 19.502  13
08 51 43.922 +12 03 00.52 21.463 22.210         46
08 51 35.835 +12 03 00.92 21.690 21.278 18.377  34
08 50 38.579 +12 02 59.91 21.986 21.489 19.702  57
08 51 05.318 +12 03 01.26 13.390 12.804 12.127   0
08 50 51.455 +12 03 00.95 20.846 19.143 16.789   0
08 51 09.063 +12 03 02.20 14.249 13.674 13.011  91
08 50 20.745 +12 03 02.19 22.195 19.830 17.715   3
08 50 18.690 +12 03 02.50 22.202 19.935 17.739   0
08 51 06.894 +12 03 04.67 21.244 21.224 18.904  12
08 51 45.823 +12 03 05.95        21.820 19.296  45
08 52 00.957 +12 03 06.87 21.289 19.472 17.337  42
08 51 01.664 +12 03 06.31 21.708 21.617 20.191  20
08 50 50.231 +12 03 06.25 17.808 16.984 16.012   0
08 51 31.682 +12 03 07.63 21.033 19.733 17.992   0
08 50 58.259 +12 03 07.76 20.059 19.489 18.787  12
08 52 16.133 +12 03 10.30 20.003 18.369 16.629  34
