#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-07-27T22:36:49 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ51f44b552540 
#INFO -out.max=99999 
#INFO queryParameters=11 
#-oc.form=sexa
#-out.max=99999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJ/632/266&tab:{J/ApJ/632/266/table2}&key:source=J/ApJ/632/266&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/ApJ/632/266/table2
#-order=I
#-out=Vmag
#-out=Imag
#-out=Class
#

#RESOURCE=yCat_16320266
#Name: J/ApJ/632/266
#Title: WFPC2 photometry of the globular cluster M5 (Layden+, 2005)
#Table J_ApJ_632_266_table2:
#Name: J/ApJ/632/266/table2
#Title: WFPC2 photometry
#---Details of Columns:
    Vmag (mag) (F6.3)  HST/WFPC2 F555W V band magnitude [ucd=phot.mag;em.opt.V]
    Imag (mag) (F6.3)  HST/WFPC2 F814W I band magnitude [ucd=phot.mag;em.opt.I]
    Class      (F5.2)  SExtractor class indicator of object (5) [ucd=meta.code.class]
------ ------ -----
25.784 24.004  0.73
21.343 20.344  0.98
27.401 26.243  0.08
22.946 21.499  0.98
24.572 22.802  1.00
24.711 22.875  0.95
27.551 26.681  0.34
20.736 19.868  0.99
19.731 18.986  1.00
22.727 21.246  0.98
23.849 22.170  0.74
23.656 22.035  0.24
23.693 22.091  0.98
24.197 22.492  0.98
20.276 19.473  0.98
24.503 22.738  0.97
26.574 24.517  0.38
26.622 24.554  0.94
24.640 22.878  0.98
25.831 23.813  0.98
19.108 18.411  0.99
26.247 24.183  0.97
23.736 22.126  1.00
21.222 20.241  0.98
24.216 22.532  0.91
22.577 21.241  0.98
18.935 18.131  0.99
22.962 21.502  0.98
27.015 24.843  0.89
18.914 18.279  1.00
20.644 19.766  1.00
23.295 21.737  0.98
22.055 20.826  0.98
24.759 23.003  0.91
25.480 23.597  1.00
21.334 20.343  0.98
24.622 22.782  0.99
25.384 23.514  1.00
25.001 23.099  0.80
25.288 23.482  0.91
21.068 20.115  0.99
24.775 22.933  1.00
25.737 23.727  1.00
21.395 20.378  0.98
24.921 23.066  0.98
19.510 18.816  1.00
25.367 23.529  1.00
25.185 23.288  0.98
20.335 19.529  1.00
23.721 22.112  0.97
25.985 23.994  0.83
22.611 21.254  1.00
23.272 21.553  0.97
26.099 24.114  0.88
24.375 22.620  0.96
23.050 21.568  0.93
23.477 21.914  1.00
24.917 23.004  0.86
21.212 20.225  1.00
21.841 20.714  0.98
26.967 25.714  0.02
21.549 20.496  0.99
21.876 20.721  1.00
19.183 18.523  0.98
25.794 23.743  1.00
22.454 21.136  1.00
21.760 20.472  1.00
18.848 18.209  1.00
27.488 26.644  0.55
26.425 25.224  0.01
22.429 21.106  1.00
24.198 22.505  0.98
19.817 19.064  0.98
24.661 23.002  0.59
24.485 22.641  0.95
24.858 23.023  0.95
20.609 19.759  0.98
23.306 21.790  0.98
21.943 20.776  0.98
23.252 21.746  0.98
23.801 22.187  0.97
24.361 22.626  0.99
24.287 22.559  0.98
19.699 19.001  1.00
20.812 19.905  0.98
21.409 20.392  0.98
25.509 23.487  0.99
23.735 22.098  0.98
25.339 23.441  0.98
26.891 25.658  0.00
20.086 19.277  1.00
25.748 23.750  0.99
25.020 23.111  0.05
24.919 23.073  1.00
24.776 23.064  0.03
26.138 24.058  0.97
27.474 24.831  0.18
25.190 23.297  0.96
25.664 23.680  1.00
26.606 24.449  0.12
27.343 26.584  0.09
23.642 21.815  0.92
24.085 22.401  1.00
20.861 19.950  0.98
22.466 21.133  0.98
23.355 21.784  0.98
24.701 22.915  0.96
25.179 23.231  0.97
21.362 20.349  1.00
27.317 25.004  0.74
24.903 23.034  0.98
21.050 20.126  0.98
22.767 21.365  0.98
24.192 22.469  0.96
25.018 23.199  1.00
24.005 22.315  1.00
24.728 22.860  0.99
24.534 22.809  1.00
25.213 23.258  0.02
25.494 23.565  0.92
19.484 18.791  0.98
23.851 22.208  0.95
24.639 22.866  0.83
27.185 24.907  0.75
27.377 26.392  0.00
24.044 22.282  0.95
22.369 21.078  0.99
21.722 20.606  1.00
22.485 20.995  1.00
22.949 21.498  0.98
25.145 23.252  0.98
24.791 22.964  1.00
23.744 22.121  0.98
26.803 24.626  0.90
23.385 21.840  0.98
24.593 22.886  0.97
24.551 22.789  1.00
25.120 23.131  0.98
25.816 23.798  0.99
25.391 23.464  0.98
22.390 21.093  0.99
20.429 19.614  1.00
24.285 22.543  1.00
25.135 23.269  0.97
25.586 23.639  0.99
22.498 21.180  0.98
19.920 19.182  0.99
24.002 22.330  0.98
25.316 23.419  0.97
23.533 21.955  1.00
21.620 20.525  1.00
21.685 20.586  0.99
27.009 25.867  0.49
25.087 23.176  0.98
25.483 23.499  1.00
25.935 24.071  1.00
27.261 26.337  0.07
22.928 21.440  0.98
23.963 22.295  1.00
20.515 19.677  0.98
21.326 20.322  1.00
26.055 25.308  0.08
24.971 23.086  0.03
25.401 23.486  1.00
24.537 22.763  0.98
21.460 20.417  0.99
26.965 24.617  0.87
22.869 21.451  0.92
25.271 23.378  0.99
26.375 24.266  0.91
24.442 22.692  1.00
22.089 20.869  0.98
24.976 23.145  0.98
24.486 22.739  0.16
24.239 22.510  0.99
21.632 20.550  0.98
24.394 22.655  0.97
22.868 21.427  1.00
26.609 24.384  0.77
23.279 21.753  0.95
20.672 19.812  1.00
21.656 20.547  0.98
25.853 23.862  1.00
23.674 22.029  0.98
19.784 19.070  0.98
24.000 22.343  1.00
26.627 24.460  0.85
27.429 27.006  0.00
19.196 18.517  0.98
25.415 23.479  1.00
25.204 23.297  0.86
25.284 23.393  0.90
23.988 22.333  1.00
25.536 23.634  0.96
20.999 20.071  0.98
26.198 24.185  0.66
23.187 21.662  1.00
27.507 27.036  0.00
23.590 21.995  0.98
23.626 22.055  0.98
26.189 25.755  0.11
22.699 21.155  0.99
27.858 27.438  0.01
24.721 22.920  1.00
26.606 24.515  0.99
22.686 21.318  0.98
24.104 22.418  0.97
24.592 22.813  0.97
20.001 19.241  0.98
24.797 22.990  1.00
20.788 19.914  0.98
24.778 22.956  0.98
24.709 22.871  1.00
24.629 22.868  0.96
22.573 21.148  0.99
24.149 22.313  0.95
21.543 20.444  1.00
26.859 24.637  0.08
25.547 23.588  1.00
20.561 19.699  0.98
24.403 22.703  1.00
24.856 23.048  1.00
20.596 19.748  1.00
25.413 23.564  0.20
19.570 18.860  0.98
22.365 21.075  1.00
23.673 22.067  0.98
19.713 18.986  0.98
27.448 26.522  0.19
23.888 22.176  0.03
25.554 23.553  0.94
26.056 24.023  0.97
24.719 23.004  0.95
24.351 22.604  0.83
25.233 23.357  0.20
26.964 26.471  0.00
19.509 18.827  1.00
24.939 23.108  1.00
21.466 20.439  0.99
24.840 22.963  1.00
25.293 23.440  1.00
23.996 22.344  1.00
27.626 26.741  0.00
24.680 22.895  0.97
24.078 22.382  0.98
25.453 23.542  0.06
25.624 23.662  1.00
25.245 23.365  1.00
23.347 21.772  0.99
21.782 20.652  1.00
24.700 22.909  1.00
24.889 22.995  0.88
23.866 22.208  1.00
23.725 22.121  0.94
20.191 19.395  0.98
26.500 24.254  0.94
23.481 21.941  1.00
22.375 21.109  0.98
25.852 23.829  0.97
25.679 23.723  0.03
25.629 23.752  0.99
23.316 21.801  0.98
20.532 19.672  0.98
25.009 23.134  1.00
24.971 23.171  1.00
21.241 20.234  0.98
19.960 19.198  1.00
25.596 23.699  1.00
24.479 22.694  0.98
22.394 20.952  1.00
26.827 24.568  0.92
24.798 22.983  1.00
19.432 18.722  0.98
21.881 20.706  0.98
24.967 23.260  0.98
24.949 23.038  0.95
23.222 21.696  0.98
24.725 22.923  1.00
22.624 21.267  0.98
24.699 22.882  1.00
23.987 22.296  0.98
27.327 27.219  0.02
25.187 25.498  0.14
24.753 25.255  0.26
26.375 24.304  0.85
24.721 22.868  1.00
21.608 20.533  0.98
22.117 20.893  0.98
19.900 19.125  0.98
27.923 26.962  0.09
22.983 21.519  1.00
19.081 18.438  0.98
21.331 20.331  0.99
24.306 22.556  0.97
21.491 20.447  1.00
23.322 21.681  0.98
21.032 20.084  1.00
23.652 21.883  0.95
23.810 22.150  1.00
25.738 23.725  1.00
24.769 22.952  1.00
27.608 26.670  0.46
23.782 22.151  0.98
23.483 21.912  1.00
23.272 21.755  1.00
24.361 22.569  0.99
26.830 26.499  0.00
22.113 20.912  1.00
27.665 26.839  0.02
23.957 22.287  0.85
23.387 21.817  0.98
24.527 22.895  1.00
20.460 19.617  0.98
26.933 25.800  0.00
24.965 23.169  0.97
22.522 21.201  1.00
26.927 26.451  0.00
20.868 19.959  0.98
23.426 21.861  1.00
27.181 25.883  0.05
21.429 20.379  0.98
24.887 23.135  0.98
24.213 22.493  0.38
19.751 18.967  1.00
26.182 24.036  0.16
21.585 20.522  1.00
26.300 24.201  0.56
25.550 23.547  0.98
25.405 23.451  0.91
24.241 22.528  0.96
23.349 21.841  0.27
25.733 23.975  0.80
27.670 26.468  0.00
21.780 20.569  0.98
24.582 22.695  0.97
23.556 21.968  1.00
23.372 21.819  0.97
24.202 22.517  0.94
23.953 22.299  1.00
25.354 23.459  1.00
26.655 25.881  0.00
23.716 22.040  1.00
24.559 22.731  0.97
24.057 22.382  0.98
27.907 26.514  0.69
23.251 21.691  0.96
23.210 21.734  0.91
25.243 23.432  0.36
23.626 22.012  0.55
21.585 20.401  0.98
25.402 23.371  1.00
24.909 23.073  0.96
27.561 26.339  0.02
24.913 23.101  0.96
21.682 20.581  0.98
26.007 24.079  0.28
25.518 24.523  0.03
20.765 19.893  0.99
24.769 22.974  0.99
27.184 26.831  0.00
27.770 26.424  0.01
21.344 20.346  0.98
24.954 23.169  1.00
26.458 24.421  0.21
19.710 19.021  0.98
19.542 18.786  0.98
19.888 19.144  1.00
24.986 23.156  0.98
26.750 24.711  0.91
24.742 22.963  1.00
23.644 22.035  0.98
21.248 20.276  0.98
24.350 22.599  0.97
19.162 18.480  0.98
26.195 24.377  0.01
26.702 25.533  0.00
25.809 25.097  0.05
24.602 22.775  0.97
23.452 21.853  0.98
24.475 22.712  1.00
19.818 19.055  1.00
26.734 25.667  0.00
27.030 25.749  0.02
24.656 22.880  1.00
26.268 24.287  0.94
24.163 22.470  1.00
22.018 20.821  0.98
24.213 22.463  0.98
21.835 20.717  1.00
22.405 21.063  1.00
23.344 21.818  0.98
20.744 19.838  1.00
26.828 25.868  0.00
20.555 19.712  0.98
20.350 19.536  0.98
25.187 23.364  0.98
20.254 19.453  1.00
24.586 22.765  1.00
28.050 25.929  0.00
25.510 23.624  1.00
27.183 26.007  0.06
19.064 18.408  1.00
27.506 26.867  0.00
20.126 19.356  0.98
26.168 25.766  0.98
23.460 21.906  1.00
27.333 26.306  0.00
19.904 19.152  1.00
24.691 22.866  0.97
19.007 18.309  1.00
27.537 26.622  0.01
26.498 26.390  0.00
24.027 22.239  0.96
23.203 21.663  0.97
22.968 21.513  0.98
26.872 24.457  0.86
23.397 21.814  1.00
22.667 21.295  0.99
19.061 18.369  0.98
24.581 22.813  1.00
22.874 21.422  1.00
20.465 19.672  1.00
23.506 21.929  0.98
26.596 24.295  0.93
23.039 21.559  0.98
22.130 20.905  0.98
25.095 23.968  0.04
27.719 26.542  0.72
26.099 24.078  0.98
22.373 21.084  0.98
21.190 20.216  0.98
22.116 20.868  0.98
26.182 24.050  0.98
23.977 22.306  0.96
22.677 21.308  0.98
20.285 19.481  0.98
23.388 21.873  1.00
20.532 19.701  1.00
22.694 21.322  0.99
27.092 24.817  0.88
23.341 21.854  0.99
23.542 21.986  0.98
22.407 20.891  0.98
24.477 22.715  0.96
24.233 22.610  0.08
23.050 21.528  1.00
20.145 19.394  0.99
26.883 25.762  0.00
20.293 19.481  1.00
25.227 23.284  1.00
21.239 20.194  0.98
25.490 23.672  0.25
24.624 22.990  0.97
24.347 22.597  0.98
26.811 26.185  0.00
24.546 22.707  0.96
22.268 20.997  0.98
23.957 22.282  1.00
25.908 23.957  1.00
27.446 26.781  0.00
19.501 18.784  0.99
25.268 23.337  0.67
24.621 22.816  1.00
24.720 22.869  1.00
25.747 23.759  0.97
27.626 27.171  0.75
24.159 22.443  1.00
25.841 24.074  0.99
25.905 23.803  0.10
26.238 24.169  0.83
19.966 19.152  0.98
26.543 26.153  0.89
21.182 20.208  1.00
25.359 23.442  1.00
26.409 26.773  0.00
20.927 19.962  0.98
19.881 19.062  1.00
24.281 22.543  1.00
24.966 23.110  1.00
24.217 22.516  1.00
27.498 26.434  0.00
23.719 22.179  0.03
21.465 20.371  1.00
24.894 26.049  0.03
21.145 20.177  0.98
22.260 20.830  1.00
27.384 25.006  0.68
23.950 22.300  0.97
25.996 24.024  0.99
22.824 21.414  0.98
25.163 23.301  0.65
27.830 26.310  0.15
25.474 23.316  0.99
20.775 19.729  0.99
20.900 19.986  0.98
24.257 22.571  1.00
26.612 24.467  0.97
23.933 22.277  0.98
22.472 21.001  0.98
23.548 21.886  0.98
21.917 20.760  1.00
22.431 21.102  0.94
23.829 22.176  0.98
24.825 23.007  0.83
25.329 23.397  1.00
27.677 26.981  0.74
25.235 23.630  0.41
26.871 24.518  0.91
25.925 24.194  0.01
20.468 19.630  0.98
26.193 24.191  0.97
23.479 21.819  0.99
24.058 22.362  0.98
26.599 24.884  0.00
25.428 23.537  1.00
26.977 26.231  0.14
27.285 26.034  0.01
26.648 24.397  0.79
18.607 17.988  1.00
20.609 19.760  1.00
20.866 19.959  1.00
25.804 23.708  0.22
24.044 22.425  1.00
27.333 26.659  0.00
22.101 20.796  0.98
23.219 21.742  0.99
26.614 26.143  0.00
22.996 21.543  0.98
25.550 23.645  1.00
22.277 21.013  0.99
25.239 23.261  0.04
22.527 21.191  0.99
25.956 23.746  0.21
25.923 23.822  0.99
24.703 22.877  0.83
25.728 23.751  0.98
20.666 19.805  0.98
24.543 22.803  0.96
22.768 21.195  1.00
25.152 24.657  0.03
23.503 21.926  0.99
25.897 23.980  0.98
24.180 22.537  0.96
20.272 19.458  0.98
22.623 21.267  1.00
24.466 22.675  0.98
24.312 22.568  0.98
23.467 21.884  0.97
27.930 26.878  0.02
24.236 22.517  0.98
24.651 22.838  0.34
24.826 23.046  0.98
24.437 22.661  1.00
22.742 21.353  0.98
24.435 22.652  0.99
19.411 18.713  0.99
23.338 21.808  0.99
25.797 23.892  0.99
19.522 18.829  0.98
24.386 22.646  0.95
20.594 19.739  1.00
18.774 18.126  0.99
23.796 22.178  0.97
19.259 18.605  1.00
25.827 25.937  0.86
26.923 26.483  0.01
21.259 20.170  0.98
19.965 19.238  1.00
25.206 23.323  0.78
23.667 22.058  0.59
22.260 21.006  0.99
21.372 20.356  1.00
27.114 24.508  0.89
21.413 20.368  0.99
24.913 22.923  0.74
19.426 18.752  1.00
25.370 23.414  1.00
25.289 23.393  0.99
25.065 23.211  1.00
21.106 20.158  1.00
26.095 24.066  0.12
25.061 23.014  0.22
20.689 19.807  1.00
25.742 23.765  0.97
25.067 23.203  1.00
24.083 22.532  0.95
23.457 21.905  0.92
22.280 20.998  0.98
25.854 23.723  0.93
25.970 23.956  1.00
18.562 17.935  1.00
25.443 23.599  0.17
23.945 22.239  0.99
24.119 22.510  0.94
27.136 24.717  0.90
26.695 24.568  1.00
21.958 20.774  0.98
26.024 24.024  1.00
21.410 20.388  0.98
22.526 21.197  0.92
23.376 21.814  0.98
26.840 24.813  0.06
21.671 20.572  0.98
24.872 23.032  1.00
19.703 18.995  1.00
27.250 26.429  0.00
26.179 23.952  0.98
26.949 26.870  0.35
20.681 19.828  0.98
26.990 26.651  0.00
24.809 22.973  0.98
19.898 19.155  1.00
25.941 23.870  0.75
20.750 19.901  0.98
25.603 23.671  1.00
25.603 23.605  1.00
24.700 22.899  1.00
25.072 23.200  0.70
25.498 23.566  1.00
22.737 21.344  1.00
23.382 21.812  1.00
24.756 22.912  0.95
26.093 24.059  0.99
20.688 19.797  0.98
23.936 22.326  1.00
19.667 18.944  1.00
24.483 22.721  0.98
24.680 22.949  1.00
21.853 20.704  0.99
25.693 24.572  0.02
24.171 22.495  0.99
21.268 20.287  0.99
20.204 19.408  0.98
23.834 22.190  0.93
23.334 21.812  1.00
22.631 21.113  0.28
24.499 22.765  0.97
26.282 24.161  0.99
27.444 26.409  0.01
25.569 23.551  1.00
25.044 23.136  1.00
24.763 22.952  0.90
21.997 20.791  0.98
26.288 24.328  0.95
24.269 23.092  1.00
25.848 23.765  0.97
20.832 19.919  1.00
25.465 23.421  0.96
21.212 20.241  0.98
20.204 19.395  1.00
24.000 22.304  0.99
25.167 23.254  0.36
19.935 19.179  0.98
23.641 22.037  1.00
24.013 22.337  0.97
25.485 23.623  1.00
25.830 26.278  0.43
25.139 23.300  0.97
24.948 23.096  1.00
26.267 25.757  0.01
26.686 24.503  0.98
22.503 21.157  0.99
21.178 20.194  0.98
24.049 22.370  0.92
25.045 23.149  0.76
24.422 22.689  0.95
18.906 18.219  0.98
17.852 17.136  0.98
17.529 16.696  1.00
25.808 23.807  0.96
26.976 26.522  0.00
27.393 26.619  0.71
24.740 23.028  0.03
27.337 26.678  0.25
20.589 19.747  1.00
24.638 22.859  0.97
25.805 23.748  0.97
19.656 18.964  0.98
22.472 21.167  0.99
23.695 22.078  0.92
20.470 19.661  0.98
24.246 22.537  1.00
24.500 22.712  0.97
26.700 24.663  0.01
21.663 20.592  0.98
19.579 18.810  0.98
22.764 21.361  0.98
23.444 21.875  0.99
25.165 23.303  0.97
25.116 23.242  1.00
22.840 21.439  0.98
22.598 21.023  1.00
18.604 17.965  0.99
21.543 20.487  0.98
20.962 20.031  0.98
23.174 21.692  0.99
27.151 26.447  0.64
20.888 19.989  0.99
24.859 24.999  0.14
22.828 21.356  1.00
26.145 24.148  0.97
25.847 23.858  0.78
22.711 21.305  1.00
19.334 18.652  1.00
21.540 20.491  0.99
23.806 22.270  0.99
26.206 24.162  0.36
22.426 21.017  1.00
23.670 22.071  0.98
21.487 20.419  0.98
21.831 20.709  1.00
20.591 19.751  1.00
23.623 22.031  1.00
21.078 20.116  1.00
23.936 22.216  0.73
22.751 21.340  1.00
21.683 20.587  0.98
25.183 23.307  0.96
21.704 20.536  0.98
26.704 24.330  0.46
23.730 22.075  0.99
25.321 23.508  0.99
27.019 26.620  0.00
24.401 22.608  1.00
19.350 18.623  1.00
22.595 21.257  0.97
23.566 21.971  0.98
23.156 21.638  1.00
25.826 23.762  0.99
21.636 20.547  0.98
24.652 22.852  1.00
21.643 20.590  0.98
26.125 23.666  0.76
22.410 21.126  0.99
24.360 22.587  1.00
19.496 18.826  1.00
24.680 22.800  0.95
26.167 24.151  0.92
26.831 26.251  0.99
23.705 22.049  0.99
17.951 17.231  0.98
21.799 20.695  0.98
24.094 22.396  0.98
25.507 25.471  0.99
24.810 23.074  0.98
27.130 26.783  0.02
19.831 19.086  1.00
21.621 20.561  1.00
18.746 18.104  0.99
26.200 24.094  1.00
25.254 25.404  0.98
22.314 21.008  0.98
24.149 22.467  0.98
19.612 18.891  1.00
23.666 22.068  0.98
21.311 20.321  1.00
27.059 25.515  0.00
19.192 18.540  0.98
25.904 24.052  0.01
24.991 23.182  0.63
19.322 18.646  1.00
23.624 21.832  0.04
22.176 20.959  0.33
23.505 21.959  0.97
24.550 22.797  1.00
25.156 23.057  1.00
17.535 16.692  0.98
22.316 20.840  0.98
24.462 22.700  0.96
22.043 20.865  0.98
24.090 24.314  0.29
22.967 21.514  0.98
26.783 26.188  0.34
24.980 23.213  1.00
21.703 20.575  0.98
27.303 24.694  0.89
25.109 23.156  0.90
22.928 21.495  1.00
23.215 21.712  0.98
23.659 22.085  0.99
24.138 22.412  1.00
25.592 23.814  0.08
26.261 24.150  0.98
19.742 19.006  0.99
26.081 23.769  0.81
18.611 17.977  0.98
22.251 21.024  0.98
27.138 26.242  0.71
25.066 23.147  0.96
23.980 22.325  0.99
26.250 25.882  0.02
26.472 26.158  0.00
26.556 24.452  0.92
21.879 20.755  0.99
24.812 22.941  0.98
23.099 21.619  0.99
25.197 23.383  0.02
18.684 18.040  1.00
22.760 21.966  0.98
25.251 23.340  1.00
19.476 18.773  0.98
25.091 23.240  1.00
24.402 22.658  0.98
24.775 22.952  1.00
21.151 20.169  0.98
26.606 26.664  0.08
25.098 23.196  0.71
22.460 21.157  0.98
26.082 24.064  0.99
21.352 20.317  0.99
19.643 18.975  1.00
24.411 22.643  0.96
27.556 26.848  0.02
24.890 22.982  0.98
26.393 24.372  0.82
20.672 19.791  1.00
27.423 26.471  0.00
25.227 25.275  0.03
26.346 26.685  0.97
25.758 26.709  0.02
26.504 24.704  0.29
24.181 22.471  0.97
20.119 19.343  1.00
25.574 23.543  0.95
20.676 19.803  0.98
26.462 24.280  0.95
21.883 20.715  0.98
21.756 20.652  0.98
23.972 22.267  0.98
27.277 26.777  0.00
22.504 21.205  1.00
22.634 21.288  0.98
25.576 23.767  0.45
20.751 19.559  0.98
23.895 22.269  0.98
23.647 22.031  0.98
21.803 20.378  0.98
24.465 22.848  0.99
25.083 23.263  0.02
27.161 26.016  0.00
23.251 21.766  0.23
25.291 23.345  0.59
26.398 24.597  0.72
24.423 22.654  0.96
19.556 18.850  0.98
19.961 19.099  1.00
23.626 22.039  0.99
22.407 21.127  0.98
23.898 22.353  0.97
21.306 20.317  0.99
25.648 24.453  0.33
25.215 23.283  0.98
25.593 23.802  0.99
24.337 22.597  1.00
25.117 24.848  0.94
24.053 22.362  0.99
24.676 22.837  1.00
23.374 21.843  0.99
23.864 22.080  0.48
26.506 24.661  0.04
24.964 23.109  0.81
21.708 20.607  0.98
23.978 22.316  0.98
26.276 23.991  0.98
20.244 19.456  0.99
25.127 23.332  0.93
23.994 22.326  0.98
27.312 25.310  0.24
22.419 20.947  1.00
23.793 22.453  0.32
18.953 18.291  0.98
27.626 26.578  0.17
21.019 20.076  0.98
25.506 23.608  0.99
23.315 21.778  0.99
19.720 18.989  1.00
21.141 20.178  0.98
25.800 23.904  0.87
19.810 19.056  0.98
24.494 22.754  0.98
24.968 23.109  0.95
21.038 20.094  0.98
23.962 22.305  0.97
24.033 22.401  0.88
21.570 20.500  1.00
23.146 21.662  0.97
26.023 24.046  0.35
25.604 25.759  0.97
24.556 22.817  0.97
22.578 21.223  1.00
20.362 19.563  0.99
24.742 22.962  0.85
20.493 19.656  1.00
24.197 22.307  0.98
23.004 21.555  0.99
25.288 23.409  0.98
27.261 25.826  0.00
21.838 20.702  0.98
23.972 22.312  0.97
20.621 21.119  0.65
27.270 26.531  0.02
22.820 21.420  0.98
24.288 22.583  0.99
24.585 23.069  0.06
16.993 16.119  0.99
24.865 23.051  0.95
20.014 19.248  0.98
18.682 18.029  0.99
22.004 20.835  0.99
23.727 22.031  0.97
24.923 23.123  0.99
20.092 19.293  1.00
22.816 21.217  0.98
22.648 21.298  0.99
27.316 26.337  0.00
18.531 17.927  1.00
23.776 22.004  0.99
26.439 24.450  1.00
24.932 23.093  0.98
25.376 23.472  1.00
25.247 23.330  0.97
22.020 20.787  0.98
21.921 20.746  1.00
23.800 22.177  0.99
24.691 22.925  0.89
27.053 25.711  0.03
26.420 24.152  0.95
27.107 26.594  0.12
23.269 21.723  1.00
23.178 21.674  1.00
23.393 21.823  0.92
26.180 24.260  0.19
25.912 26.712  0.01
25.279 23.376  0.98
19.719 18.994  1.00
23.548 21.974  0.91
20.772 19.899  0.98
20.182 19.369  1.00
25.152 25.001  0.73
18.875 18.256  1.00
26.957 24.578  0.91
22.764 21.289  0.99
24.251 22.556  0.71
24.138 22.398  0.98
23.741 22.036  0.99
21.464 20.458  0.98
25.085 23.290  1.00
22.783 21.383  0.93
25.854 23.820  0.95
25.018 23.225  1.00
23.676 22.054  0.85
22.957 21.538  0.98
18.932 18.305  1.00
19.532 18.819  1.00
22.506 21.190  1.00
23.134 21.631  0.81
19.130 18.454  0.98
25.402 23.540  0.99
22.488 21.188  0.98
19.750 19.017  0.98
22.083 20.871  0.98
20.976 20.068  0.98
23.573 22.154  0.06
21.569 20.521  0.98
23.788 22.140  1.00
19.343 18.663  0.98
24.871 22.932  1.00
24.975 23.080  0.85
25.506 24.968  0.03
25.164 23.284  1.00
27.214 26.876  0.00
20.718 19.838  0.98
20.207 19.818  1.00
18.892 18.250  1.00
24.835 23.014  1.00
23.750 22.129  1.00
19.427 18.725  0.98
27.028 26.565  0.78
25.775 23.874  0.01
21.183 20.237  1.00
26.673 24.495  0.94
24.399 22.659  0.97
25.077 23.265  0.99
25.398 23.512  1.00
20.828 19.944  0.99
22.994 21.361  1.00
24.512 22.742  1.00
24.690 22.917  0.97
21.189 20.215  1.00
19.721 18.868  1.00
20.449 19.617  0.99
18.808 18.174  1.00
24.471 22.751  1.00
19.107 18.414  1.00
26.595 24.434  0.24
21.759 20.655  0.98
20.418 19.623  0.98
24.723 22.903  0.97
25.143 23.166  0.36
24.907 22.956  0.91
23.245 21.767  1.00
20.986 20.064  0.98
24.817 22.950  1.00
21.796 20.677  1.00
22.328 21.047  0.99
21.597 20.542  0.98
23.714 22.107  0.98
20.835 19.958  0.98
26.954 24.326  0.75
20.632 19.771  0.98
20.010 19.235  0.98
26.891 24.655  0.00
23.126 21.634  1.00
26.137 24.157  0.68
27.482 26.661  0.00
24.430 22.613  1.00
23.855 22.229  0.97
26.951 26.206  0.06
19.124 18.449  0.98
22.239 20.987  0.98
25.554 23.677  0.95
20.313 19.503  1.00
23.578 21.969  1.00
19.706 18.995  0.98
22.347 21.093  0.98
24.525 22.990  0.98
25.270 23.416  1.00
19.644 18.896  0.98
23.384 21.843  1.00
24.678 22.866  0.87
24.750 22.948  1.00
27.378 26.410  0.02
24.163 22.400  1.00
25.129 23.267  0.98
21.449 20.446  0.13
22.335 21.053  0.98
19.458 18.747  1.00
26.661 24.718  0.00
21.512 20.464  0.99
25.297 23.353  0.99
23.732 22.098  1.00
23.373 21.864  0.98
26.593 24.203  0.27
24.524 23.252  0.37
23.172 21.661  0.98
19.654 18.933  0.98
24.401 22.639  0.88
23.356 21.696  0.83
22.369 21.073  1.00
24.703 22.823  1.00
19.517 18.849  0.99
18.483 17.840  1.00
23.812 22.184  0.99
23.375 21.660  0.99
18.440 17.805  1.00
20.575 19.727  1.00
25.675 23.667  0.82
25.776 23.833  0.98
25.164 23.188  1.00
25.909 25.937  0.02
20.492 19.690  0.98
24.294 22.535  0.96
19.679 18.989  1.00
19.600 18.901  1.00
21.086 20.169  0.98
23.992 22.336  1.00
22.047 20.863  1.00
15.094 14.622  0.97
22.202 20.953  0.98
19.176 18.499  1.00
25.050 23.070  0.99
25.167 23.252  1.00
23.692 22.179  0.14
23.220 21.739  1.00
27.293 26.583  0.00
25.985 23.972  0.99
19.145 18.395  1.00
26.527 24.424  0.93
23.816 22.193  1.00
20.506 19.688  0.98
22.946 21.498  0.93
18.973 18.308  1.00
24.267 22.741  1.00
24.177 22.472  0.96
26.394 26.070  0.00
25.659 23.593  1.00
23.269 21.731  1.00
24.285 22.482  1.00
26.626 24.441  0.95
20.503 19.671  0.98
22.044 20.828  0.98
23.560 21.957  1.00
20.954 20.065  0.99
22.617 21.235  0.98
24.575 22.725  0.98
24.157 22.486  0.93
24.288 22.499  0.98
20.472 19.650  0.99
23.284 21.765  1.00
26.076 23.940  0.97
21.938 20.766  0.98
23.812 22.166  0.96
25.301 23.388  0.04
22.843 21.436  1.00
23.306 21.754  0.98
20.264 19.482  0.99
20.916 20.008  0.98
25.033 23.197  0.91
